,bathrooms,bedrooms,latitude,longitude,price,num_photos,distance,hardwood floor,dogs allow,cats allow,elev,stainless steel,steel applianc,new york,interest_level
16736,2.0,4,40.7208,-73.9825,9990,9,0.49946661162019895,0,1,1,1,1,1,0,medium
16737,2.0,3,40.7402,-73.985,5400,7,0.13980063073324692,1,0,0,0,0,0,1,low
16738,1.0,1,40.6969,-73.983,2795,6,0.45519601325100584,1,1,1,1,1,1,0,low
16739,1.0,2,40.8337,-73.9199,1700,6,0.12374268787999897,0,0,1,1,0,0,0,high
16740,1.0,1,40.7687,-73.9867,2600,7,0.4049300606099671,1,0,1,1,0,0,1,low
16741,1.0,1,40.7635,-73.9848,3195,0,0.15303564265166433,0,0,0,1,0,0,0,low
16742,1.0,1,40.7461,-73.9757,3465,5,0.5371332826979068,1,0,0,1,1,0,1,low
16743,3.5,4,40.7695,-73.9603,11100,7,0.3364836104527451,1,0,0,1,1,1,0,low
16744,1.0,2,40.7701,-73.9484,2650,7,1.0424891155589504,1,0,0,0,0,0,0,medium
16745,1.0,2,40.7541,-73.9309,2700,17,0.20677882554925298,0,0,0,0,0,0,0,low
16746,1.0,0,40.7539,-73.9677,2450,3,0.42181771515569694,1,1,1,1,0,0,1,low
16747,1.0,1,40.823,-73.9555,1625,4,0.18900739662494026,0,0,0,1,0,0,1,medium
16748,1.0,0,40.7472,-73.956,2530,7,0.5479126883536998,0,1,1,1,0,0,0,low
16749,2.0,2,40.7866,-73.9732,5600,8,0.3409050515346626,1,1,1,0,1,1,0,medium
16750,1.0,1,40.7846,-73.9781,3295,1,0.16996255866648222,0,1,1,0,1,1,0,low
16751,1.0,1,40.7632,-73.9631,3500,6,0.2990665505187649,1,0,0,1,0,0,0,low
16752,1.0,2,40.8199,-73.9531,2300,11,0.2393576432867914,0,1,1,0,1,1,0,low
16753,1.0,2,40.7047,-74.0075,3500,5,0.2716843212300429,0,0,0,1,0,0,0,low
16754,1.0,2,40.7075,-74.0059,3200,5,0.2204290270055104,1,0,0,1,0,0,1,low
16755,1.0,3,40.8007,-73.961,2850,0,0.23945329799551024,0,1,1,0,0,0,0,low
16756,1.0,3,40.7902,-73.9677,4000,8,0.2994663290565973,0,0,0,1,1,1,0,high
16757,1.0,1,40.7846,-73.9742,3250,8,0.3924379305094495,0,0,0,0,0,0,1,low
16758,1.0,2,40.7555,-73.9666,3800,5,0.3079309127900501,0,0,0,0,1,1,0,low
16759,3.0,3,40.7594,-73.9593,9400,5,0.5095124245115173,1,0,0,1,1,1,0,low
16760,1.0,0,40.747,-73.984,3745,6,0.19160563303162073,0,0,0,0,0,0,0,low
16761,1.0,1,40.7469,-73.9802,3695,4,0.1823990238043592,1,0,0,1,0,0,0,low
16762,1.0,1,40.7631,-73.9915,2275,0,0.4700507760175637,0,1,1,0,0,0,0,low
16763,1.0,1,40.7777,-73.9462,3295,6,0.8152897595749017,1,1,1,1,0,0,0,low
16764,1.0,1,40.7854,-73.9514,2395,8,0.041069254761326786,0,0,0,0,0,0,0,low
16765,1.0,1,40.7876,-73.9694,2900,3,0.1968532097294015,0,1,1,0,1,1,0,low
16766,1.0,1,40.7199,-73.9968,3250,3,0.24677846812188653,0,0,0,0,1,1,0,low
16767,1.0,0,40.7625,-73.9864,2990,4,0.0353761267609864,1,1,1,1,1,1,0,low
16768,1.0,1,40.792,-73.9662,2250,6,0.13234987435515494,0,0,0,0,0,0,0,low
16769,1.0,0,40.7845,-73.9487,2300,4,0.23832439688114251,1,0,0,1,0,0,0,high
16770,1.0,1,40.704,-74.0122,3300,7,0.12159887249841848,0,1,1,1,0,0,0,low
16771,2.0,3,40.6969,-73.983,3304,5,0.45519601325100584,1,1,1,1,1,1,0,medium
16772,1.0,0,40.7457,-73.9975,1900,4,0.0510078666198483,0,0,0,0,0,0,0,high
16773,1.0,1,40.7328,-73.9904,3400,4,0.21167627477415057,1,0,0,1,0,0,0,medium
16774,1.0,1,40.843,-73.9373,1825,8,0.3170269246273801,0,0,0,0,0,0,0,low
16775,1.0,3,40.7054,-74.008,4150,6,0.18320464820604757,0,1,1,1,0,0,0,medium
16776,1.0,1,40.6728,-73.9606,2500,10,0.29614275615800567,1,1,1,0,0,0,0,low
16777,1.0,0,40.7032,-73.9914,2689,3,0.43574785296480273,0,0,0,1,0,0,0,medium
16778,1.0,0,40.8221,-73.9494,1500,3,0.3599538551807242,0,1,1,0,0,0,0,high
16779,1.0,2,40.7299,-73.9826,3250,3,0.14289062158180574,0,1,1,0,0,0,0,low
16780,1.0,1,40.7619,-73.9639,3595,3,0.29517285839804924,0,1,1,1,0,0,0,low
16781,1.0,1,40.7133,-73.9399,1850,5,0.16599458846605528,0,1,1,0,0,0,0,medium
16782,1.0,1,40.7723,-73.9542,3250,8,0.49983432311663295,1,0,0,0,1,1,0,low
16783,1.0,2,40.7467,-73.9778,3300,3,0.3667355482900458,1,1,1,1,0,0,0,low
16784,1.0,0,40.7387,-74.0019,2300,2,0.13268256869937756,0,0,0,0,0,0,0,medium
16785,1.0,2,40.7469,-73.9735,3400,5,0.5474086110426488,1,0,0,0,0,0,0,medium
16786,1.0,1,40.7874,-73.9758,2590,3,0.14273271999047596,0,1,1,0,1,1,0,low
16787,1.0,3,40.7972,-73.9486,3395,4,0.3420914366659659,0,1,1,1,0,0,0,low
16788,2.0,2,40.7758,-73.9509,4390,5,0.569581329913921,1,0,0,1,0,0,0,low
16789,1.0,2,40.7396,-73.9815,3795,7,0.43059453938161985,0,0,0,0,0,0,0,low
16790,2.5,3,40.7469,-73.9735,4700,8,0.5474086110426488,1,0,0,0,0,0,0,low
16791,1.0,1,40.7951,-73.9676,2648,4,0.4187128770038331,1,0,0,1,0,0,0,medium
16792,1.0,2,40.7486,-73.9903,3900,4,0.2072051189025464,1,0,0,1,0,0,0,low
16793,1.0,0,40.7471,-73.9723,2600,5,0.5755299567057145,1,0,0,1,1,1,1,medium
16794,2.0,4,40.6938,-73.9609,4800,17,0.5523085614484715,0,0,0,0,0,0,0,low
16795,1.0,0,40.7447,-73.8927,1595,2,0.24472720298957243,0,0,1,1,0,0,0,low
16796,1.0,0,40.7301,-73.9942,2340,4,0.1347821659464263,1,1,1,1,0,0,0,low
16797,1.0,0,40.7481,-73.9749,3095,7,0.3826579533768549,1,0,0,1,1,0,0,low
16798,1.0,1,40.7644,-73.9905,2695,4,0.4374749327811778,1,1,1,0,0,0,1,low
16799,1.5,2,40.7391,-73.9255,2675,6,0.535308264313197,1,0,0,1,1,1,0,low
16800,2.0,3,40.7418,-73.9815,4900,8,0.2723334921049031,1,0,0,1,0,0,0,medium
16801,1.0,1,40.765,-73.994,2200,5,0.7319775202913638,0,0,0,0,0,0,0,low
16802,1.0,1,40.7583,-73.9642,3495,5,0.41729666476364324,0,1,1,1,0,0,0,low
16803,1.0,1,40.7872,-73.944,2395,4,0.47819127075425205,0,1,1,0,1,1,0,low
16804,1.0,2,40.7446,-73.974,3795,4,0.699995607803255,0,1,1,0,1,1,0,low
16805,1.0,2,40.7957,-73.9705,4500,3,0.250538350070516,0,1,1,0,1,1,0,medium
16806,1.0,1,40.7468,-73.9903,5595,0,0.19864963758244292,0,1,1,1,0,0,0,low
16807,1.0,0,40.7604,-73.987,2650,8,0.2441063992264529,1,0,0,1,0,0,0,low
16808,1.0,2,40.706,-74.0088,3225,6,0.09472869951701342,0,0,0,1,0,0,0,low
16809,1.0,1,40.7899,-73.9415,1700,3,0.5092497580880812,0,1,1,0,0,0,0,low
16810,3.0,3,40.6952,-73.9831,7500,9,0.4125265443864103,1,1,1,1,1,0,0,low
16811,1.0,0,40.7466,-73.9779,2500,4,0.3564967805650914,0,0,0,1,1,1,0,low
16812,1.0,1,40.7819,-73.9528,2500,4,0.35614455536813505,1,0,0,0,0,0,0,medium
16813,1.0,2,40.7489,-73.9765,3200,6,0.2840779285526293,1,0,0,1,0,0,0,high
16814,1.0,2,40.7627,-73.9611,3100,6,0.473231739563332,0,0,0,0,0,0,0,low
16815,3.0,3,40.7756,-73.9846,10500,5,0.313406517424231,1,0,0,1,0,0,0,low
16816,1.0,0,40.7301,-73.9942,2450,4,0.1347821659464263,0,1,1,1,0,0,0,low
16817,2.0,4,40.7369,-73.979,6000,13,0.6973644687859586,1,0,1,1,1,1,0,high
16818,1.0,1,40.7636,-73.9259,1890,6,0.20066154502255643,0,0,0,0,0,0,1,high
16819,1.0,2,40.7032,-73.9914,5433,8,0.43574785296480273,0,1,1,0,0,0,0,low
16820,3.5,3,40.7756,-73.9846,11000,6,0.313406517424231,1,0,0,1,0,0,0,low
16821,1.0,0,40.6903,-73.9541,1795,12,0.0893032623089874,0,1,1,1,0,0,0,high
16822,1.0,0,40.7677,-73.9916,2500,8,0.7508084416865615,1,1,1,1,1,1,0,medium
16823,1.0,2,40.7695,-73.9886,3300,7,0.5788073030809437,0,1,1,1,0,0,1,medium
16824,1.0,0,40.8292,-73.9406,1575,5,0.16550535013247836,0,1,1,1,0,0,0,low
16825,1.0,0,40.7518,-73.9849,2620,8,0.27075349522363457,1,0,0,0,0,0,0,low
16826,1.0,0,40.7518,-73.9944,3500,2,0.10077809849553208,0,0,0,1,0,0,0,low
16827,1.0,1,40.7467,-73.9178,1900,7,0.4003337285056976,0,1,1,0,0,0,0,medium
16828,1.0,1,40.7449,-73.9824,2400,5,0.13412780369195162,0,1,1,1,0,0,0,low
16829,1.0,2,40.7805,-73.9486,3000,7,0.5990485613273178,1,0,1,0,0,0,1,low
16830,1.0,2,40.7113,-73.9833,2849,6,0.6385046407978402,1,1,1,0,1,1,0,high
16831,1.0,1,40.7876,-73.9694,3000,3,0.1968532097294015,1,0,0,0,0,0,0,low
16832,1.0,1,40.7726,-73.9486,1900,5,0.956113100419461,0,0,0,0,0,0,0,medium
16833,1.0,1,40.7233,-73.9946,3495,5,0.2412328347405662,0,1,1,0,0,0,0,low
16834,1.0,2,40.7701,-73.9484,2875,5,1.0424891155589504,1,0,0,0,0,0,0,low
16835,1.0,1,40.7074,-74.0122,2675,5,0.03341357836426689,1,0,0,1,1,1,0,medium
16836,1.0,2,40.7401,-73.9887,4500,5,0.14435203431589627,1,0,0,1,0,0,0,low
16837,1.0,3,40.737,-74.0016,6195,3,0.14942992571394711,0,1,1,0,1,1,0,low
16838,1.0,2,40.7695,-73.9603,4650,11,0.3364836104527451,0,0,0,0,0,0,0,low
16839,1.0,0,40.7034,-74.0114,2625,7,0.13880302680385354,0,1,1,1,1,1,0,low
16840,1.0,1,40.7067,-74.0071,3000,5,0.16912033568013987,1,0,0,1,0,0,0,low
16841,1.0,1,40.7296,-73.9986,2650,6,0.3437835314179211,0,0,0,0,0,0,0,low
16842,1.0,1,40.7697,-73.9581,2750,3,0.46077311182269703,1,0,0,0,0,0,1,medium
16843,2.0,2,40.7238,-73.9898,4195,0,0.04575800004794163,0,1,1,0,0,0,0,low
16844,1.0,0,40.7713,-73.9538,1875,3,0.5728582514155662,1,1,1,1,0,0,1,low
16845,2.0,3,40.7427,-73.9957,5290,4,0.15360291482166155,1,1,1,1,1,1,0,medium
16846,1.0,3,40.7229,-73.9841,5525,6,0.4951329011628684,1,0,0,1,0,0,0,low
16847,1.0,2,40.7596,-73.9891,2900,0,0.26041029865776366,0,1,1,1,0,0,0,low
16848,1.0,3,40.8503,-73.9368,2975,4,0.18365409861579735,0,1,1,1,1,1,0,low
16849,2.0,2,40.7947,-73.9667,5720,8,0.3790727294073876,0,1,1,1,0,0,0,medium
16850,1.0,1,40.7304,-74.0005,2800,6,0.2154961739159319,0,0,0,0,0,0,1,low
16851,1.0,2,40.8462,-73.94,2850,0,0.13475326727699474,0,1,1,1,0,0,0,low
16852,1.0,0,40.7803,-73.9496,1825,4,0.5122121176025806,0,0,0,0,0,0,1,low
16853,2.0,3,40.7311,-73.9875,6495,7,0.22650410314021835,1,1,1,0,0,0,0,medium
16854,1.0,2,40.7375,-73.9739,3790,4,0.9767080094607703,1,0,0,1,1,1,0,low
16855,1.0,1,40.7947,-73.9667,4205,11,0.3790727294073876,0,1,1,1,1,1,1,low
16856,2.0,2,40.7802,-73.9478,4000,3,0.660538626259911,0,1,1,0,1,1,0,low
16857,1.0,2,40.7313,-74.0029,3450,5,0.23321099786671431,0,0,0,0,0,0,0,high
16858,1.0,2,40.781,-73.9479,2850,6,0.5840530059262887,0,1,1,0,0,0,0,low
16859,2.0,3,40.7891,-73.977,9625,12,0.08309779391823288,0,1,1,1,1,1,0,low
16860,2.0,4,40.7208,-73.9785,7800,8,0.8022615159871912,1,0,0,0,1,1,1,low
16861,2.0,3,40.7128,-74.0059,4375,8,0.07876706636317575,0,1,1,1,1,1,1,medium
16862,1.0,3,40.7378,-73.9877,5195,1,0.24754342473988428,0,0,0,1,0,0,0,low
16863,1.0,0,40.7752,-73.951,2525,1,0.6140652290164119,0,0,0,0,0,0,0,low
16864,1.0,3,40.8194,-73.9555,3150,5,0.3281092664252311,0,0,0,1,0,0,0,low
16865,1.0,2,40.7575,-73.9281,2200,4,0.14637022782289227,0,0,0,0,0,0,0,medium
16866,1.0,3,40.8026,-73.9655,4000,5,0.18962951091378813,0,0,0,0,1,0,1,low
16867,2.0,3,40.7568,-73.9982,3900,6,0.3287404077893157,1,0,0,1,1,0,0,medium
16868,1.0,0,40.7559,-73.9658,1950,3,0.3300150114283796,1,0,0,0,0,0,1,low
16869,1.0,1,40.8198,-73.9578,1950,4,0.42509425448606464,1,0,0,1,1,1,0,medium
16870,1.0,1,40.7332,-74.0047,2650,4,0.15316214262383682,1,0,0,0,0,0,1,medium
16871,1.0,1,40.6728,-73.9606,2500,5,0.29614275615800567,0,1,1,0,1,1,0,medium
16872,1.0,3,40.7365,-74.0049,5400,4,0.3812702307232656,0,0,0,0,0,0,0,low
16873,2.0,3,40.7487,-73.9901,8000,10,0.2027454622637608,1,1,1,1,0,0,0,low
16874,1.0,1,40.7803,-73.9496,2300,4,0.5122121176025806,0,0,0,0,0,0,0,low
16875,1.0,2,40.7299,-73.9819,3495,4,0.11931032605141803,1,1,1,1,0,0,0,medium
16876,1.0,2,40.8234,-73.9457,1900,7,0.19809422490872935,0,1,1,1,0,0,0,medium
16877,1.0,1,40.8233,-73.9405,1550,4,0.3451791191362681,0,1,1,0,0,0,0,low
16878,1.0,3,40.7864,-73.9421,2900,12,0.6504642420478552,0,1,1,1,0,0,0,low
16879,3.0,5,40.7295,-73.9813,10800,8,0.1639131289069139,1,1,1,0,1,1,0,low
16880,1.0,0,40.7366,-73.9934,2900,3,0.2572247766030939,0,1,1,1,1,1,0,medium
16881,1.0,2,40.7568,-73.9982,2995,5,0.3287404077893157,1,0,0,1,0,0,0,high
16882,2.0,2,40.7136,-73.9624,3499,10,0.6218537712704432,0,0,0,0,0,0,0,medium
16883,1.0,2,40.7276,-73.9839,4095,0,0.4191170023113853,0,1,1,0,0,0,0,low
16884,1.0,2,40.7568,-73.9982,3200,6,0.3287404077893157,1,1,1,1,0,0,0,low
16885,1.0,3,40.7568,-73.9982,3700,8,0.3287404077893157,1,1,1,1,1,0,0,medium
16886,1.0,1,40.7746,-73.9535,2325,4,0.5476846251125081,1,0,0,0,0,0,0,low
16887,1.0,2,40.8478,-73.9384,2640,9,0.11873893302272903,1,1,1,0,1,1,0,medium
16888,1.0,1,40.78,-73.949,2500,7,0.55765999543985,1,0,1,1,0,0,1,low
16889,1.0,1,40.7321,-74.0028,2900,2,0.14727077357416818,0,1,1,0,0,0,0,low
16890,3.0,3,40.7925,-73.9751,11000,10,0.2820409717841605,1,1,1,1,0,0,0,low
16891,1.0,1,40.7485,-73.98,4450,8,0.3208347233170032,0,1,1,1,0,0,1,low
16892,1.0,1,40.675,-73.955,2100,10,0.2227359432740798,1,0,0,0,0,0,0,medium
16893,1.0,1,40.7121,-73.966,3000,5,0.8097926777571204,1,0,0,0,1,0,0,medium
16894,1.0,1,40.6877,-73.9451,2800,6,0.7417253763546792,1,1,1,0,1,1,0,medium
16895,2.0,2,40.7826,-73.9509,7395,8,0.3418905485268188,0,1,1,0,0,0,0,low
16896,1.0,0,40.7782,-73.9489,2150,3,0.5812532427170883,0,0,0,0,0,0,0,low
16897,2.0,3,40.769,-73.9436,4790,4,1.3648135146288094,1,1,1,1,0,0,1,low
16898,1.0,3,40.77,-73.9526,3600,5,0.732962631857896,1,0,0,1,0,0,0,medium
16899,1.0,1,40.7786,-73.952,2875,3,0.31805687315328374,0,1,1,1,0,0,0,low
16900,1.0,0,40.769,-73.9436,2417,0,1.3648135146288094,1,1,1,1,0,0,0,low
16901,1.0,2,40.7145,-73.9383,2695,1,0.3490282377311029,0,1,1,1,1,1,0,low
16902,2.0,3,40.7489,-73.9765,4650,6,0.2840779285526293,1,0,0,1,0,0,0,high
16903,2.0,3,40.7084,-74.0057,6095,5,0.13473328333350867,1,1,1,0,0,0,0,medium
16904,1.0,2,40.7488,-73.9762,2900,4,0.2928602856676143,0,1,1,0,0,0,0,medium
16905,1.0,2,40.7319,-73.9817,3700,5,0.10547623024575609,1,0,0,1,0,0,0,low
16906,1.0,3,40.7371,-73.9786,4200,6,0.7295789285661022,0,1,1,1,0,0,0,high
16907,1.0,2,40.8454,-73.939,2550,11,0.22917196832543604,0,1,1,1,0,0,0,low
16908,1.0,0,40.8003,-73.9618,1900,5,0.3084299209373925,1,1,1,0,0,0,1,low
16909,2.0,3,40.7453,-73.9764,6000,4,0.48598456897994313,1,1,1,1,0,0,0,low
16910,1.0,1,40.7677,-73.9672,3995,6,0.28468991504579805,1,0,0,1,0,0,0,low
16911,1.0,0,40.7301,-73.9865,3025,4,0.30732975296090287,0,0,0,1,1,0,0,low
16912,2.0,2,40.7056,-74.0084,5000,5,0.1480365130912993,1,0,0,1,1,1,1,low
16913,1.0,1,40.7477,-74.0009,2699,4,0.3127309837515317,0,1,1,0,1,1,0,low
16914,1.0,0,40.7656,-73.9886,3600,0,0.41322899039150823,0,1,1,1,0,0,0,low
16915,1.0,3,40.8056,-73.9399,2900,11,0.2531784965259439,0,1,1,0,1,1,0,low
16916,1.0,2,40.7968,-73.9486,2950,6,0.3708796957676952,1,0,0,1,0,0,0,low
16917,1.0,2,40.7562,-73.9968,3500,3,0.4318639456512687,0,0,0,0,1,1,0,low
16918,1.0,2,40.7081,-74.0013,3740,6,0.4677683981884302,1,0,0,1,0,0,0,medium
16919,1.0,2,40.8026,-73.9655,3200,2,0.18962951091378813,1,1,1,0,1,1,0,low
16920,1.0,1,40.7732,-73.948,2800,3,0.9475472823577428,0,1,1,0,1,1,0,low
16921,1.0,2,40.8044,-73.9546,2525,8,0.07978102712712076,0,1,1,0,0,0,0,low
16922,1.0,2,40.753,-73.9958,3050,8,0.2178579317743722,1,1,1,1,1,1,0,medium
16923,1.0,1,40.747,-73.9847,2700,6,0.24352759270671914,0,0,0,1,1,1,1,low
16924,1.0,1,40.7572,-73.9648,2800,6,0.3605212844416254,0,1,1,0,1,1,0,low
16925,1.0,1,40.7845,-73.976,2795,4,0.3357396144068749,0,0,0,1,0,0,0,medium
16926,2.0,2,40.7751,-73.9886,6395,0,0.5689395373006256,0,1,1,1,0,0,0,low
16927,2.0,4,40.736,-74.0009,9000,5,0.2114106808767053,1,0,0,0,1,1,0,medium
16928,2.0,4,40.7762,-73.9553,5200,0,0.3668616464556677,1,1,1,0,0,0,0,low
16929,1.0,1,40.7466,-73.9779,3600,7,0.3564967805650914,1,0,0,0,0,0,0,low
16930,1.0,2,40.6733,-73.9516,2500,10,0.3956878258162978,0,1,1,0,0,0,0,low
16931,1.0,2,40.7585,-73.9913,3500,3,0.18693159363001785,1,1,1,0,0,0,0,low
16932,1.0,1,40.7348,-73.9865,4200,2,0.21926677317640758,0,1,1,0,0,0,0,low
16933,1.0,1,40.7683,-73.9536,2195,6,0.7931465763234492,0,0,0,0,0,0,0,medium
16934,1.0,0,40.7278,-73.9871,1580,7,0.4180027627639579,0,0,0,0,0,0,0,high
16935,1.0,1,40.7727,-73.9592,2850,0,0.11698898727251486,0,0,0,0,0,0,0,low
16936,1.0,2,40.7069,-74.0107,3596,6,0.05588637787660644,0,1,1,1,1,1,1,low
16937,1.0,1,40.799,-73.9634,1900,3,0.362479851606063,1,0,0,0,0,0,0,high
16938,1.0,2,40.7486,-73.9903,3650,8,0.2072051189025464,1,1,1,1,1,1,0,medium
16939,1.0,1,40.7236,-73.9826,2895,6,0.6187719922905469,1,1,1,0,1,1,0,medium
16940,2.0,2,40.7775,-73.9458,3550,6,0.8534894715844049,1,0,0,1,1,1,1,low
16941,2.0,3,40.7067,-74.0071,4995,7,0.16912033568013987,1,1,1,1,0,0,0,medium
16942,2.0,2,40.7748,-73.9651,8000,7,0.45920867970791013,1,1,1,1,0,0,0,low
16943,1.0,4,40.8242,-73.9526,3695,10,0.2600120611603672,0,0,0,1,0,0,1,low
16944,1.0,1,40.7334,-74.0047,6400,8,0.15117936135252155,1,1,1,1,1,1,1,low
16945,1.0,1,40.8398,-73.9428,1795,4,0.23958783522086574,0,1,1,1,0,0,0,medium
16946,1.0,1,40.7856,-73.9498,3395,6,0.10722344033596812,1,1,1,1,0,0,0,low
16947,1.0,3,40.7313,-73.9889,5650,4,0.22941070314144174,1,0,0,0,0,0,0,low
16948,1.0,1,40.7716,-73.9506,4500,3,0.8126112455740973,1,0,0,0,1,1,0,low
16949,1.0,1,40.7678,-73.9915,3350,8,0.7542603727165481,1,0,0,0,0,0,1,low
16950,1.5,2,40.7662,-73.9567,4700,6,0.6412395847442699,1,0,0,1,0,0,0,low
16951,1.0,0,40.7277,-73.9859,2295,3,0.5082338346588509,0,0,0,0,0,0,1,low
16952,1.0,1,40.7877,-73.9441,1550,6,0.4299528060839533,1,0,0,0,0,0,1,high
16953,1.0,1,40.6898,-73.9797,2910,5,0.18525109019180677,0,0,0,1,0,0,0,low
16954,1.0,1,40.764,-73.9799,3200,1,0.09760474750624623,0,1,1,1,0,0,0,low
16955,1.0,1,40.7334,-73.992,3975,3,0.18789687851942655,0,1,1,1,0,0,0,medium
16956,1.0,2,40.7409,-73.9208,2100,5,0.31826957658625965,0,1,1,0,0,0,0,high
16957,2.0,2,40.7061,-74.0111,5753,6,0.04197345962122651,0,1,1,1,0,0,0,low
16958,1.0,1,40.73,-73.9864,4450,6,0.31765920517353585,0,1,1,1,1,1,0,low
16959,1.0,1,40.7252,-73.9942,3450,5,0.08841394519926804,0,1,1,0,1,1,0,low
16960,2.0,2,40.7452,-73.9916,6000,8,0.24723456983022152,1,1,1,1,1,1,0,low
16961,1.0,0,40.7536,-73.9659,1825,3,0.5135473316409176,1,0,1,1,0,0,0,high
16962,2.0,3,40.7709,-73.9318,3400,18,0.9825635271350955,0,1,1,0,1,1,0,low
16963,2.0,2,40.7604,-73.987,5300,11,0.2441063992264529,1,1,1,1,1,0,0,low
16964,1.0,0,40.7466,-73.9779,2450,3,0.3564967805650914,1,0,0,1,1,1,0,medium
16965,1.0,0,40.796,-73.9742,2599,4,0.28019724350684033,1,0,0,1,1,1,0,low
16966,1.0,1,40.7721,-73.9861,4500,7,0.3599436344691423,1,1,1,1,0,0,0,low
16967,1.5,2,40.7418,-73.9815,3795,6,0.2723334921049031,0,0,0,1,0,0,1,low
16968,1.0,1,40.6941,-73.9447,2300,4,0.3700790257842675,0,1,1,0,0,0,0,medium
16969,1.0,1,40.6728,-73.9606,2500,6,0.29614275615800567,1,1,1,0,0,0,0,medium
16970,1.0,2,40.7694,-73.9509,4300,4,0.8895356329042027,0,0,0,1,0,0,1,low
16971,2.0,3,40.7772,-73.9561,3700,6,0.25846529730606,1,0,0,1,0,0,0,high
16972,1.0,2,40.6864,-73.9341,1850,10,0.8324045553116731,0,0,1,0,0,0,0,low
16973,1.0,0,40.6969,-73.9749,1700,4,0.9088834414739063,1,0,0,0,0,0,0,medium
16974,1.0,3,40.7478,-74.0008,4500,5,0.31364575886092855,1,0,0,1,0,0,0,low
16975,1.0,1,40.7055,-74.0105,3350,7,0.11821361622531333,0,1,1,1,0,0,0,low
16976,1.0,1,40.7354,-74.0054,3695,8,0.30419212622408415,1,1,1,0,0,0,0,low
16977,1.0,0,40.7516,-73.969,2500,0,0.5933995215400029,0,0,0,1,0,0,0,low
16978,1.0,1,40.7678,-73.9915,4095,4,0.7542603727165481,1,1,1,1,0,0,0,low
16979,1.0,0,40.7654,-73.9773,2175,7,0.15928807431333378,0,0,0,1,0,0,0,low
16980,1.0,2,40.7786,-73.9478,3000,4,0.663296080693926,1,0,0,1,1,1,0,medium
16981,1.0,2,40.6969,-73.983,2975,4,0.45519601325100584,0,1,1,1,0,0,0,low
16982,1.0,1,40.8064,-73.9427,1495,0,0.2792958013741722,0,1,1,0,0,0,0,medium
16983,2.0,3,40.7246,-73.9823,4700,6,0.6572968614665399,1,0,0,0,0,0,0,low
16984,1.0,2,40.7587,-73.9838,3600,5,0.13656332177975403,0,0,0,1,0,0,1,low
16985,2.0,2,40.7699,-73.9564,5000,4,0.5066407059113944,0,1,1,0,0,0,0,low
16986,1.0,2,40.7297,-73.9794,2995,6,0.2337884495579874,1,0,0,0,0,0,0,medium
16987,1.0,2,40.7278,-73.9809,2990,30,0.35592378747058906,0,0,0,0,0,0,0,low
16988,4.0,4,40.7215,-73.9797,6400,15,0.7420120344317234,1,1,1,1,0,0,1,medium
16989,1.0,1,40.7032,-73.9914,3800,7,0.43574785296480273,1,0,0,1,1,0,0,low
16990,1.0,0,40.7717,-73.9518,2200,3,0.7126323768828244,1,0,0,0,1,1,0,medium
16991,2.0,3,40.7317,-73.9743,6652,22,0.6230266874993348,0,1,1,0,0,0,0,low
16992,1.0,0,40.7275,-74.0035,2100,2,0.14297669361581372,0,0,0,0,0,0,0,medium
16993,1.0,1,40.7366,-74.0013,3625,3,0.16479767666695228,0,0,0,1,1,1,0,low
16994,1.0,1,40.7471,-73.9416,2486,25,0.19758562759410808,0,0,0,1,1,1,0,medium
16995,1.0,0,40.6809,-73.9778,1900,5,0.22798263750043413,0,0,0,0,0,0,0,low
16996,1.0,0,40.7466,-73.9788,2200,4,0.2819462558349355,0,0,0,1,0,0,0,medium
16997,1.0,0,40.7396,-73.9885,2550,4,0.16282802074533756,1,0,0,1,0,0,0,low
16998,1.0,2,40.753,-73.9959,2984,8,0.22572457161728926,1,1,1,1,0,0,0,high
16999,1.0,2,40.7736,-73.9026,2500,13,0.8102933642765243,0,0,0,0,0,0,0,low
17000,1.0,1,40.7075,-74.0113,3434,4,0.047793712915112724,0,0,0,1,1,1,0,low
17001,0.0,2,40.7812,-73.9484,2850,0,0.5457165446452028,0,0,1,0,0,0,0,low
17002,2.0,2,40.7762,-73.9592,7000,5,0.2924429911543206,1,0,0,1,1,1,0,low
17003,1.0,2,40.7777,-73.9474,2600,4,0.7177376201159826,1,0,0,0,0,0,0,low
17004,1.0,1,40.7081,-74.0065,2695,4,0.14645486133268656,1,1,1,1,1,1,1,medium
17005,2.0,3,40.7241,-73.984,5200,7,0.5063823503191195,1,1,1,0,1,1,0,low
17006,1.0,1,40.7993,-73.9625,2500,3,0.3674194273409866,0,0,0,0,0,0,0,low
17007,1.0,2,40.8031,-73.9539,3000,6,0.23569009369223634,1,0,0,0,0,0,1,medium
17008,1.0,1,40.778,-73.9466,2125,6,0.774851407889925,0,0,0,0,1,1,0,low
17009,1.0,3,40.8234,-73.9457,2500,6,0.19809422490872935,1,1,1,1,0,0,0,medium
17010,2.0,4,40.7539,-73.9666,6200,5,0.4557017993497159,1,1,1,0,0,0,0,low
17011,1.0,3,40.7265,-74.0011,3961,4,0.22444377058570175,0,0,0,0,0,0,1,low
17012,1.0,3,40.7287,-73.9839,4450,6,0.3152977780797392,1,0,0,0,0,0,1,medium
17013,1.0,1,40.7764,-73.9537,2850,5,0.37882430757439495,0,0,0,1,0,0,0,low
